"ID";"cong";"billnum";"h_or_sen";"major";"text"
4165;107;2896;"S";12;"A bill to enhance the operation of the AMBER Alert communications network in order to facilitate the recovery of abducted children, to provide for enhanced notification on highways of alerts and information on such children, and for other purposes."
4166;107;2897;"S";19;"A bill to assist in the conservation of marine turtles and the nesting habitats of marine turtles in foreign countries."
4167;107;2898;"S";5;"A bill for the relief of Jaya Gulab Tolani and Hitesh Gulab Tolani."
4168;107;2899;"S";21;"A bill to establish the Atchafalaya National Heritage Area, Louisiana."
4169;107;2900;"S";20;"A bill to designate the facility of the United States Postal Service located at 6101 West Old Shakopee Road in Bloomington, Minnesota, as the ""Thomas E. Burnett, Jr. Post Office Building""."
4170;107;2901;"S";15;"A bill to provide that bonuses and other extraordinary or excessive compensation of corporate insiders and wrongdoers may be included in the bankruptcy estate."
4171;107;2902;"S";6;"A bill to promote mathematics and science education through a mathematics and science partnership and through the establishment of a grant program to increase student academic achievement in mathematics and science, and for other purposes."
4172;107;2903;"S";3;"A bill to amend title 38, United States Code, to provide for a guaranteed adequate level of funding for veterans health care."
4173;107;2904;"S";3;"A bill to amend title I of the Employee Retirement Income Security Act of 1974 to provide emergency protection for retiree health benefits."
4174;107;2905;"S";6;"A bill to repeal the sunset of the Economic Growth and Tax Relief Reconciliation Act of 2001 with respect to the elimination of the 60-month limit and an increase in the income limitation on the student loan interest deduction."
4175;107;2906;"S";10;"A bill to amend title 23, United States Code, to establish a program to make allocations to States for projects to expand 2-lane highways in rural areas to 4-lane highways."
4176;107;2907;"S";20;"A bill to redesignate the facility of the United States Postal Service located at 900 Brentwood Road, NE, in Washington, D.C., as the ""Joseph Curseen, Jr. and Thomas Morris, Jr. Processing and Distribution Center""."
4177;107;2908;"S";16;"A bill to require the Secretary of Defense to establish at least one Weapons of Mass Destruction Civil Support Team in each States, and for other purposes."
4178;107;2909;"S";6;"A bill to amend the Internal Revenue Code of 1986 to make permanent the deduction for qualified tuition and related expenses and to repeal the sunset of the Economic Growth and Tax Relief Reconciliation Act of 2001 with respect to such deduction and the e"
4179;107;2910;"S";21;"A bill to amend the Constitution Heritage Act of 1988 to provide for the operation of the National Constitution Center."
4180;107;2911;"S";6;"A bill to repeal the sunset of the Economic Growth and Tax Relief Reconciliation Act of 2001 with respect to the modifications to education individual retirement accounts."
4181;107;2912;"S";6;"A bill to provide for educational opportunities for all students in State public school systems, and for other purposes."
4182;107;2913;"S";3;"A bill to amend the Employee Retirement Income Security Act of 1974, the Public Health Service Act, and the Internal Revenue Code of 1986 to provide health insurance protections for individuals who are living organ donors."
4183;107;2914;"S";3;"A bill to amend title XVIII of the Social Security Act to provide for appropriate incentive payments under the medicare program for physicians' services furnished in underserved areas."
4184;107;2915;"S";6;"A bill to provide for cancellation of student loan indebtedness for spouses, surviving joint debtors, and parents of individuals who died or became permanently and totally disabled due to injuries suffered in the terrorist attack on September 11, 2001"
4185;107;2916;"S";6;"A bill to put a college education within reach, and for other purposes."
4186;107;2917;"S";12;"A bill to enhance national efforts to investigate, prosecute, and prevent crimes against children by increasing investigatory tools, criminal penalties, and resources and by extending existing laws."
4187;107;2918;"S";20;"A bill to designate the facility of the United States Postal Service located at 380 Main Street in Farmingdale, New York, as the ""Peter J. Ganci, Jr. Post Office Building""."
4188;107;2919;"S";5;"A bill for the relief of Irina Kotlova-Green and her son, Nikita Kotlov."
4189;107;2920;"S";21;"A bill to expedite procedures for hazardous fuels reductions activities and for other purposes."
4190;107;2921;"S";21;"A bill to encourage Native contracting over the management of Federal lands, and for other purposes."
4191;107;2922;"S";17;"A bill to facilitate the deployment of wireless telecommunications networks in order to further the availability of the Emergency Alert System, and for other purposes."
4192;107;2923;"S";3;"A bill to amend the Public Health Service Act to provide for the development and operation of centers to conduct research with respect to infertility prevention, and for other purposes."
4193;107;2924;"S";20;"A bill to authorize the President to award posthumously the Congressional Gold Medal to the passengers and crew of United Airlines Flight 93 in the aftermath of the terrorist attack on the United States on September 11, 2001"
4194;107;2925;"S";18;"A bill to provide that certain ceiling fans enter duty-free and without any quantitative limitations if the competitive need limitation had been waived with respect to the fans."
4195;107;2926;"S";20;"A bill to name the Department of Veterans Affairs outpatient clinic in Horhsam, Pennsylvania, as the ""Victor J. Saracini Department of Veterans Affairs Outpatient Clinic""."
4196;107;2927;"S";8;"A bill to extend the deadline for commencement of construction of a hydroelectric project in the State of Oregon."
4197;107;2928;"S";21;"A bill to amend the Federal Water Pollution Control Act and the Water Resources Development Act of 2000 to modify provisions relating to the Lake Champlain basin."
4198;107;2929;"S";20;"A bill to designate the facility of the United States Postal Service located at 265 South Western Avenue, Los Angeles, California, as the ""Nat King Cole Post Office""."
4199;107;2930;"S";21;"A bill to amend the Secure Rural Schools and Community Self-Determination Act of 2000 to clarify the treatment of title III project funds reserved by counties under such Act for purposes of disbursements under chapter 69 of title 31, United States Code."
4200;107;2931;"S";20;"A bill to designate the facility of the United States Postal Service located at 5805 White Oak Avenue in Encino, California, as the ""Francis Dayle 'Chick' Hearn Post Office""."
4201;107;2932;"S";6;"A bill to make technical amendments to the Higher Education Act of 1965, and for other purposes."
4202;107;2933;"S";12;"A bill to promote elder justice, and for other purposes."
4203;107;2934;"S";16;"A bill to amend title 36, United States Code, to clarify the requirements for eligibility in the American Legion."
4204;107;2935;"S";3;"A bill to amend the Public Health Service Act to provide grants for the operation of mosquito control programs to prevent and control mosquito-borne diseases."
4205;107;2936;"S";20;"A bill to amend chapter 84 of title 5, United States Code, to provide that certain Federal annuity computations are adjusted by 1 percentage point relating to periods of receiving disability payments, and for other purposes."
4206;107;2937;"S";21;"A bill to establish the Blue Ridge National Heritage Area in the State of North Carolina, and for other purposes."
4207;107;2938;"S";5;"A bill to require the entry of information on visa denials into the electronic data system, to require a study on use of foreign national personnel in visa processing, and for other purposes."
4208;107;2939;"S";20;"A bill to amend title 5, United States Code, to provide for appropriate overtime pay for National Weather Service forecasters performing essential services during severe weather events, and to limit Sunday premium pay for employees of the National Weather"
4209;107;2940;"S";10;"A bill to establish a system of Interagency Homeland Security Fusion Centers, to require that budget requests for the Coast Guard for non-homeland security missions are not reduced, and for other purposes."
4210;107;2941;"S";3;"A bill to authorize grants for the establishment of quasi-judicial campus drug courts at colleges and universities modeled after State drug courts programs."
4211;107;2942;"S";13;"A bill to amend title II of the Social Security Act to eliminate the five-month waiting period in the disability insurance program, and for other purposes."
4212;107;2943;"S";4;"A bill to amend title 9, United States Code, to provide for greater fairness in the arbitration process relating to livestock and poultry contracts."
4213;107;2944;"S";7;"A bill to amend the Internal Revenue Code of 1986 to extend Superfund, oil spill liability, and leaking underground storage tank taxes."
4214;107;2945;"S";17;"To authorize appropriations for nanoscience, nanoengineering, and nanotechnology research, and for other purposes."
4215;107;2946;"S";18;"A bill to reauthorize the Federal Trade Commission for fiscal years 2003, 2004, and 2005, and for other purposes."
4216;107;2947;"S";15;"A bill to amend the Consumer Credit Protection Act to assure meaningful disclosures of the terms of rental-purchase agreements, including disclosures of all costs to consumers under such agreements, to provide certain substantive rights to consumers under"
4217;107;2948;"S";18;"A bill to authorize the President to agree to certain amendments to the Agreement Between the Government of the United States of America and the Government of the United Mexican States Concerning the Establishment of a Border Environment Cooperation Commi"
4218;107;2949;"S";10;"A bill to provide for enhanced aviation security, and for other purposes."
4219;107;2950;"S";10;"A bill to amend title 49, United States Code, to authorize appropriations for the National Transportation Safety Board for fiscal years 2003, 2004, and 2005, and for other purposes."
4220;107;2951;"S";10;"A bill to authorize appropriations for the Federal Aviation Administration, and for other purposes."
4221;107;2952;"S";21;"A bill to amend the National Trails System Act to extend the Lewis and Clark National Historic Trail."
4222;107;2953;"S";20;"A bill to redesignate the Colonnade Center in Denver, Colorado, as the ""Cesar E. Chavez Memorial Building""."
4223;107;2954;"S";6;"A bill to amend the Elementary and Secondary Education Act of 1965 to permit States and local educational agencies to decide the frequency of using high quality assessments to measure and increase student academic achievement, to permit States and local e"
4224;107;2955;"S";3;"A bill to improve data collection and dissemination, treatment, and research relating to cancer, and for other purposes."
4225;107;2956;"S";12;"A bill to require the Secretary of Homeland Security to submit a semi-annual report to Congress regarding the effectiveness with which information is exchanged between the Department of Homeland Security, the Federal Bureau of Investigation, and State and"
4226;107;2957;"S";18;"A bill to suspend temporarily the duty on Bispyribac Sodium."
4227;107;2958;"S";18;"A bill to suspend temporarily the duty on Fenpropathrin."
4228;107;2959;"S";18;"A bill to suspend temporarily the duty on Acephate."
4229;107;2960;"S";18;"A bill to suspend temporarily the duty on Pyriproxyfen."
4230;107;2961;"S";18;"A bill to suspend temporarily the duty on Uniconazole-P."
4231;107;2962;"S";18;"A bill to suspend temporarily the duty on Flumioxazin."
4232;107;2963;"S";21;"A bill to reform the United States Army Corps of Engineers."
4233;107;2964;"S";7;"A bill to amend the Nonindigenous Aquatic Nuisance Prevention and Control Act of 1990 to reauthorize and improve that Act."
4234;107;2965;"S";3;"A bill to amend the Public Health Service Act to improve the quality of care for cancer, and for other purposes."
4235;107;2966;"S";17;"A bill to enable the United States to maintain its leadership in aeronautics and aviation by instituting an initiative to develop technologies that will significantly lower noise, emissions, and fuel consumption, to reinvigorate basic and applied research"
4236;107;2967;"S";14;"A bill to promote the production of affordable low-income housing."
4237;107;2968;"S";21;"A bill to amend the American Battlefield Protection Act of 1996 to authorize the Secretary of the Interior to establish a battlefield acquisition grant program."
4238;107;2969;"S";6;"A bill to provide for improvement of Federal education research, statistics, evaluation, information, and dissemination, and for other purposes."
4239;107;2970;"S";3;"A bill to amend title XVIII of the Social Security Act to assure fair and adequate payment for high-risk medicare beneficiaries and to establish payment incentives and to evaluate clinical methods for assuring quality services to people with serious and d"
4240;107;2971;"S";21;"A bill to amend the Transportation Equity Act for the 21st Century to provide the Highway Trust Fund additional funding for Indian reservation roads, and for other purposes."
4241;107;2972;"S";7;"A bill to amend the Magnuson-Stevens Fishery Conservation and Management Act to provide for a cooperative research and management program, and for other purposes."
4242;107;2973;"S";20;"A bill to to designate the Federal building located at Fifth and Richardson Avenues in Roswell, New Mexico, as the ""Joe Skeen Federal Building""."
4243;107;2974;"S";21;"A bill to provide that land which is owned by the Seminole Tribe of Florida but which is not held in trust by the United States for the Tribe may be mortgaged, leased, or transferred by the Tribe without further approval by the United States."
4244;107;2975;"S";21;"A bill to authorize the project for hurricane and storm damage reduction, Morganza, Louisiana, to the Gulf of Mexico, Mississippi River and Tributaries."
4245;107;2976;"S";4;"A bill to provide economic disaster assistance to producers of the 202 crop of rice in the State of Louisiana."
4246;107;2977;"S";19;"A bill to authorize the Secretary of the Army to assist in the continued development of the Indianapolis Central Waterfront project in Indianapolis, Indiana."
4247;107;2978;"S";21;"A bill to modify the project for flood control, Little Calumet River, Indiana."
4248;107;2979;"S";10;"A bill to identify certain routes in the States of Colorado, Nebraska, and South Dakota as part of the Heartland Expressway, a high priority corridor on the National Highway System."
4249;107;2980;"S";3;"A bill to revise and extend the Birth Defects Prevention Act of 1998."
4250;107;2981;"S";18;"A bill to exclude certain wire rods from the scope of any anti-dumping or countervailing duty order issued as a result of certain investigations relating to carbon and certain alloy steel rods."
4251;107;2982;"S";5;"A bill to establish a grant program to enhance the financial and retirement literacy of mid-life and older Americans and to reduce financial abuse and fraud among such Americans, and for other purposes."
4252;107;2983;"S";21;"A bill to authorize a project for navigation, Chickamauga Lock and Dam, Tennessee."
4253;107;2984;"S";7;"A bill to authorize a project for environmental restoration at Smith Island, Maryland."
4254;107;2985;"S";7;"A bill to direct the Environmental Protection Agency to provide technical assistance for the cleanup at the site of the first anthrax attack."
4255;107;2986;"S";21;"A bill to provide for and approve the settlement of certain land claims of the Bay Mills Indian Community, Michigan."
4256;107;2987;"S";16;"A bill to amend title 38, United States Code, to provide special compensation for former prisoners of war, and for other purposes."
4257;107;2988;"S";7;"A bill to provide for the cleanup of the site of the first anthrax attack."
4258;107;2989;"S";21;"A bill to protect certain lands held in fee by the Pechanga Band of Luiseno Mission Indians from condemnation until a final decision is made by the Secretary of the Interior regarding a pending fee to trust application for that land."
4259;107;2990;"S";3;"A bill to provide for programs and activities to improve the health of Hispanic individuals, and for other purposes."
4260;107;2991;"S";5;"A bill for the relief of Sharif Kesbeh, Asmaa Sharif Kesbeh, Batool Kesbeh, Noor Sharif Kesbeh, Alaa Kesbeh, Sandos Kesbeh, Hadeel Kesbeh, and Mohanned Kesbeh."
4261;107;2992;"S";21;"A bill to provide for adjustments to the Central Arizona Project in Arizona, to authorize the Gila River Indian Community water rights settlement, to reauthorize and amend the Southern Arizona Water Rights Settlement Act of 1982, and for other purposes."
4262;107;2993;"S";6;"A bill to amend the Higher Education Act of 1965 to require institutions of higher education to preserve the educational status and financial resources of military personnel called to active duty."
4263;107;2994;"S";1;"A bill to amend the Internal Revenue Code of 1986 to provide for the immediate and permanent repeal of the estate tax on family-owned businesses and farms, and for other purposes."
4264;107;2995;"S";4;"A bill to improve economic opportunity and development in communities that are dependent on tobacco production, and for other purposes."
4265;107;2996;"S";15;"A bill to amend title 11, United States Code, to limit the value of certain real and personal property that a debtor may elect to exempt under State or local law, and for other purposes."
4266;107;2997;"S";20;"A bill to designate the Department of Veterans Affairs outpatient clinic in New London, Connecticut, as the ""John J. McGuirk Department of Veterans Affairs Outpatient Clinic""."
4267;107;2998;"S";12;"A bill to reauthorize the Child Abuse Prevention and Treatment Act, the Family Violence Prevention and Services Act, the Child Abuse Prevention and Treatment and Adoption Reform Act of 1978, and the Abandoned Infants Assistance Act of 1988, and for other"
4268;107;2999;"S";7;"A bill to authorize the project for environmental restoration, Pine Flat Dam, Fresno County, California."
4269;107;3000;"S";3;"A bill to enhance and further research into paralysis and to improve rehabilitation and the quality of life for persons living with paralysis and other physical disabilities, and for other purposes."
4270;107;3001;"S";4;"A bill to amend the Federal Food, Drug, and Cosmetic Act to establish labeling requirements regarding allergenic substances in food, and for other purposes."
4271;107;3002;"S";21;"A bill to provide for the preservation and restoration of historic buildings and structures at historically black colleges and universities."
4272;107;3003;"S";21;"A bill to authorize a land conveyance between the United States and the City of Craig, Alaska, and for other purposes."
4273;107;3004;"S";4;"A bill to eliminate the Federal quota and price support programs for certain tobacco, to compensate quota owners and holders for the loss of tobacco quota asset value, to establish a tobacco community reinvestment program, and for other purposes."
4274;107;3005;"S";21;"A bill to revise the boundary of the Kaloko-Honokohau National Historical Park in the State of Hawaii, and for other purposes."
4275;107;3006;"S";15;"A bill to prohibit Internet gambling."
4276;107;3007;"S";16;"A bill to amend the Internal Revenue Code of 1986 to exclude from gross income certain overseas pay of members of the Armed Forces of the United States, and for other purposes."
4277;107;3008;"S";6;"A bill to amend the Higher Education act of 1965 to expand the loan forgiveness and loan cancellation programs for teachers, to provide loan forgiveness and loan cancellation programs for nurses, and for other purposes."
4278;107;3009;"S";5;"A bill to provide economic security for America's workers."
4279;107;3010;"S";5;"A bill to provide information and advice to pension plan participants to assist them in making decisions regarding the investment of their pension plan assets, and for other purposes."
4280;107;3011;"S";10;"A bill to amend title 23, United States Code, to establish programs to encourage economic growth in the United States, and for other purposes."
4281;107;3012;"S";1;"A bill to amend the Internal Revenue Code of 1986 to exclude from income and employment taxes and wage witholding property tax rebates and other benefits provided to volunteer firefighters and emergency medical responders."
4282;107;3013;"S";3;"A bill to amend the Balanced Budget Act of 1997 to extend and modify the reimbursement of State and local funds expended for emergency health services furnished to undocumented aliens."
4283;107;3014;"S";5;"A bill for the relief of Jesus Raul Apodaca-Madrid and certain of his family members."
4284;107;3015;"S";20;"A bill to designate the United States courthouse at South Federal Place in Santa Fe, New Mexico, as the ""Santiago E. Campos United States Courthouse""."
4285;107;3016;"S";14;"A bill to amend the Farm Security and Rural Investment act of 2002 to require the Secretary of Agriculture to establish research, extension, and educational programs to implement biobased energy technologies, products, and economic diversification in rura"
4286;107;3017;"S";12;"A bill to amend title 18, United States Code, to provide retroactive effect to a sentencing safety valve provision."
4287;107;3018;"S";3;"A bill to amend title XVIII of the Social Security Act to enhance beneficiary access to quality health care services under the medicare program, and for other purposes."
4288;107;3019;"S";21;"A bill to authorize the Secretary of the Interior to conduct a special resource study of sites associated with the life of Cesar Estrada Chavez and the farm labor movement."
4289;107;3020;"S";16;"A bill to direct the Secretary of Veterans Affairs to establish a national cemetery for veterans in the Cheyenne, Wyoming, metropolitan area."
4290;107;3021;"S";7;"A bill to establish in the State of Ohio a wildlife refuge complex comprised of land designated as national wildlife refuges, and for other purposes."
4291;107;3022;"S";15;"A bill to amend the Food Security Act of 1985 to suspend the requirement that rental payments under the conservation reserve program be reduced by reason of harvesting or grazing conducted in response to a drought or other emergency."
4292;107;3023;"S";7;"A bill to require the Secretary of Agriculture to establish a program to expand and strengthen cooperative efforts to restore and protect forests in the Chesapeake Bay watershed, and for other purposes."
4293;107;3024;"S";21;"A bill to designate Catoctin Mountain Park in the State of Maryland as the ""Catoctin Mountain National Recreation Area"", and for other purposes."
4294;107;3025;"S";21;"A bill to reauthorize and improve the Chesapeake Bay Environmental Restoration and Protection Program."
4295;107;3026;"S";12;"A bill to amend chapter 1 of title 9, United States Code, to provide for greater fairness in the arbitration process."
4296;107;3027;"S";12;"A bill to require that certain procedures are followed in Federal buildings when a child is reported missing."
4297;107;3028;"S";5;"A bill to provide for a creditors' committee of employee and retiree representatives of a debtor in order to protect pensions of those employees and retirees."
4298;107;3029;"S";3;"A bill to amend title IX of the Public Health Service Act to provide for the improvement of patient safety and to reduce the incidence of accidental medical injury."
4299;107;3030;"S";20;"A bill to designate the Federal building and United States courthouse located at 200 West 2d Street in Dayton, Ohio, as the ""Tony Hall Federal Building and United States Courthouse""."
4300;107;3031;"S";10;"A bill to amend title 23, United States Code, to reduce delays in the development of highway and transit projects, and for other purposes."
4301;107;3032;"S";19;"A bill to amend the Microenterprise for Self-Reliance Act of 2000 and the Foreign Assistance Act of 1961 to increase assistance for the poorest people in developing countries under microenterprise assistance programs under those Acts, and for other purpos"
4302;107;3033;"S";3;"A bill to amend the Public Health Service Act to establish an electronic system for practitioner monitoring of the dispensing of any schedule II, III, or IV controlled substance, and for other purposes."
4303;107;3034;"S";15;"A bill to facilitate check truncation by authorizing substitute checks, to foster innovation in the check collection system without mandating receipt of checks in electronic form, and to improve the overall efficiency of the Nation's payments system, and"
4304;107;3035;"S";3;"A bill to prohibit the sale of tobacco products through the Internet or other indirect means to underage individuals, to ensure the collection of all cigarette taxes, and for other purposes."
4305;107;3036;"S";21;"A bill to establish a commission to assess the performance of the civil works functions of the Secretary of the Army."
4306;107;3037;"S";7;"A bill to amend the Federal Water Pollution Control Act to improve protection of treatment works from terrorists and other harmful intentional acts, and for other purposes."
4307;107;3038;"S";7;"A bill to amend the Lacey Act Amendments of 1981 to further the conservation of certain wildlife species."
4308;107;3039;"S";15;"A bill to designate certain conduct by sports agents relating to the signing of contracts with student athletes as unfair and deceptive acts or practices to be regulated by the Federal Trade Commission."
4309;107;3040;"S";21;"A bill to direct the Secretary of the Interior to conduct a study on the suitability and feasibility of designating certain historic buildings and areas in Taunton, Massachusetts, as a unit of the National Park System, and for other purposes."
4310;107;3041;"S";3;"A bill to require the Secretary of Health and Human Services to conduct a study and submit a report to Congress on new technology payments under the Medicare prospective payment system for hospital outpatient department services."
4311;107;3042;"S";3;"A bill to provide for the recognition of new medical technologies under the medicare inpatient hospital prospective payment system."
4312;107;3043;"S";3;"A bill to provide for an extension of the social health maintenance organization (SHMO) demonstration project."
4313;107;3044;"S";20;"A bill to authorize the Court Services and Offender Supervision Agency of the District of Columbia to provide for the interstate supervision of offenders on parole, probation, and supervised release."
4314;107;3045;"S";7;"A bill to amend the Federal Water Pollution Control Act to provide for the protection and enhancement of the environmental integrity and the social and economic benefits of the Finger Lakes Region in the State of New York."
4315;107;3046;"S";21;"A bill to provide for the conveyance of Federal land in Sandpoint, Idaho, and for other purposes."
4316;107;3047;"S";21;"A bill to authorize the Secretary of Agriculture to sell or exchange all or part of certain parcels of National Forest System land in the State of Idaho and use the proceeds derived from the sale or exchange for National Forest System purposes."
4317;107;3048;"S";3;"A bill to amend the Public Health Service Act to add requirements regarding trauma care, and for other purposes."
4318;107;3049;"S";7;"A bill to prohibit the Administrator of the Environmental Protection Agency from issuing or renewing certain national pollutant discharge elimination system permits."
4319;107;3050;"S";12;"A bill to provide multiparty, multiform jurisdiction of district courts, and for other purposes."
4320;107;3051;"S";5;"A bill to extend H-1B status for aliens with lengthy adjudications."
4321;107;3052;"S";12;"A bill to increase scholarship assistance under the Police Corps program, and for other purposes."
4322;107;3053;"S";5;"A bill to provide immigration benefits, and for other purposes."
4323;107;3054;"S";20;"A bill to provide for full voting representation in Congress for the citizens of the District of Columbia, and for other purposes."
4324;107;3055;"S";15;"A bill to amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to modify the terms of the community disaster loan program, and for other purposes."
4325;107;3056;"S";10;"A bill to amend title 23, United States Code, to increase penalties for individuals who operate motor vehicles while intoxicated or under the influence of alcohol."
4326;107;3057;"S";12;"A bill to support the establishment or expansion and operation of programs using a network of public and private community entities to provide mentoring for children in foster care."
4327;107;3058;"S";5;"A bill to amend the Energy Employees Occupational Illness Compensation Program Act of 2000 to provide benefits for contractor employees of the Department of Energy who were exposed to toxic substances at Department of Energy facilities, to provide coverag"
4328;107;3059;"S";21;"A bill to provide for the distribution of judgment funds to the Assiniboine and Sioux Tribes of the Fort Peck Reservation."
4329;107;3060;"S";3;"A bill to amend the Public Health Service Act to provide protections for human participants in research."
4330;107;3061;"S";8;"A bill to impose greater accountability on the Tennessee Valley Authority with respect to capital investment decisions and financing operations by increasing Congressional and Executive Branch oversight."
4331;107;3062;"S";4;"A bill to direct the Secretary of Agriculture to conduct a study of the effectiveness of silver-based biocides as an alternative treatment to preserve wood."
4332;107;3063;"S";3;"A bill to establish a Citizens Health Care Working Group to facilitate public debate about how to improve the health care system for Americans and to provide for a vote by Congress on the recommendations that are derived from this debate."
4333;107;3064;"S";2;"A bill to prohibit the use of patient databases for marketing without the express consent of the patient."
4334;107;3065;"S";14;"A bill to provide exceptions to empowerment zone eligibility criteria."
4335;107;3066;"S";21;"A bill to improve programs relating to Indian tribes."
4336;107;3067;"S";17;"A bill to amend title 44, United States Code, to make Government information security reform permanent, and for other purposes."
4337;107;3068;"S";4;"A bill to amend the Agricultural Adjustment Act to require the Secretary of Agriculture to use the price of feed grains and other cash expenses as factors to determine the basic formula price for milk under milk marketing orders."
4338;107;3069;"S";5;"A bill for the relief of Daniel King Cairo."
4339;107;3070;"S";20;"A bill to authorize appropriations for the Merit Systems Protection Board and the Office of Special Counsel, and for other purposes."
4340;107;3071;"S";10;"A bill to require reports to Congress related to airports that will not deploy explosive detection systems by December 31, 2002, and for other purposes."
4341;107;3072;"S";20;"A bill to amend the Internal Revenue Code of 1986 to make inapplicable the 10 percent additional tax on early distributions from certain pension plans of public safety employees."
4342;107;3073;"S";15;"A bill to encourage the establishment of Johnny Micheal Spann Patriot Trusts."
4343;107;3074;"S";12;"A bill to provide bankruptcy judgeships."
4344;107;3075;"S";19;"A bill to facilitate famine relief efforts and a comprehensive solution to the war in Sudan."
4345;107;3076;"S";20;"A bill to provide risk sharing and indemnification for government contractors supplying anti-terrorism technology and services, and for other purposes."
4346;107;3077;"S";20;"A bill to designate the facility of the United States Postal Service located at 206 South Main Street in Glennville, Georgia, as the ""Michael Lee Woodcock Post Office""."
4347;107;3078;"S";21;"A bill to direct the Secretary of the Interior to conduct a study of the suitability and feasibility of establishing the Southern Campaign of the Revolution Heritage Area in South Carolina, and for other purposes."
4348;107;3079;"S";5;"A bill to authorize the issuance of immigrant visas to, and the admission to the United States for permanent residence of, certain scientists, engineers, and technicians who have worked in Iraqi weapons of mass destruction programs."
4349;107;3080;"S";6;"A bill to establish a national teaching fellowship program to encourage individuals to enter and remain in the field of teaching at public elementary schools and secondary schools."
4350;107;3081;"S";12;"A bill to amend the Internal Revenue Code of 1986 to suspend the tax-exempt status of designated terrorist organizations, and for other purposes."
4351;107;3082;"S";19;"A bill to suspend tax-exempt status of designated terrorist organizations."
4352;107;3083;"S";3;"A bill to amend the Public Health Service Act to extend the Advisory Council on Graduate Medical Education."
4353;107;3084;"S";3;"A bill to provide for the conduct of a study concerning health services research."
4354;107;3085;"S";21;"A bill to provide for expansion of Sleeping Bear Dunes National Lakeshore."
4355;107;3086;"S";3;"A bill to amend title X VIII of the Social Security Act to provide coverage under the medicare program for diabetes laboratory diagnostic tests and other services to screen for diabetes."
4356;107;3087;"S";6;"A bill to make adjustments to the method of determining eligibility for impact aid funds for heavily impacted local educational agencies, and for other purposes."
4357;107;3088;"S";16;"A bill to provide pay protection for members of the Reserve and the National Guard, and for other purposes."
4358;107;3089;"S";18;"A bill to authorize the extension of nondiscriminatory treatment (normal trade relations treatment) to the products of Ukraine, and for other purposes."
4359;107;3090;"S";4;"A bill to provide for the testing of chronic wasting disease and other infectious disease in deer and elk herds, to establish the Interagency Task Force on Epizootic Hemorrhagic Disease, and for other purposes."
4360;107;3091;"S";3;"A bill to amend titles XVIII and XIX of the Social Security Act to prevent abuse of recipients of long-term care services under the Medicare and Medicaid programs."
4361;107;3092;"S";3;"A bill to amend title XXI of the Social Security Act to extend the availability of allotments to States for fiscal years 1998 through 2000, and for other purposes."
4362;107;3093;"S";17;"A bill to develop and deploy technologies to defeat Internet jamming and censorship"
4363;107;3094;"S";4;"A bill to amend the Farm Security and Rural Investment Act of 2002 to clarify the rates applicable to marketing assistance loans and loan deficiency payments for other oilseeds, dry peas, lentils, and small chickpeas."
4364;107;3095;"S";4;"A bill to amend the Federal Food, Drug, and Cosmetic Act to require premarket consultation and approval with respect to genetically engineered foods, and for other purposes."
4365;107;3096;"S";12;"A bill to amend chapter 44 of title 18, United States Code, to require ballistics testing of all firearms manufactured and all firearms in custody of Federal agencies."
4366;107;3097;"S";10;"A bill to amend the Internal Revenue Code of 1986 to provide a nonrefundable credit for holders of qualified highway bonds."
4367;107;3098;"S";3;"A bill to amend title XVIII of the Social Security Act to establish a program for the competitive acquisition of items and services under the medicare program."
4368;107;3099;"S";4;"A bill to provide emergency disaster assistance to agricultural producers."
4369;107;3100;"S";12;"A bill to amend title 18, United States Code, to limit the misuse of social security numbers, to establish criminal penalties for such misuse, and for other purposes."
4370;107;3101;"S";12;"A bill to amend title IV of the Missing Children's Assistance Act to provide for increased funding for the National Center for Missing and Exploited Children, and for other purposes."
4371;107;3102;"S";17;"A bill to amend the Communications Act of 1934 to clarify and reaffirm State and local authority to regulate the placement, construction, and modification of broadcast transmission facilities, and for other purposes"
4372;107;3103;"S";17;"A bill to amend the Communications Act of 1934 to clarify and reaffirm State and local authority to regulate the placement, construction, and modification of personal wireless services facilities, and for other purposes."
4373;107;3104;"S";7;"A bill to amend the Marine Mammal Protection Act of 1972 to repeal the long-term goal for reducing to zero the incidental mortality and serious injury of marine mammals in commercial fishing operations, and to modify the goal of take reduction plans for r"
4374;107;3105;"S";3;"A bill to amend the Public Health Service Act to provide grants for the operation of enhanced mosquito control programs to prevent and control mosquito-borne diseases."
4375;107;3106;"S";10;"A bill to amend the Denali Commission Act of 1998 to establish the Denali transportation system in the State of Alaska."
4376;107;3107;"S";10;"A bill to improve the security of State-issued driver's licenses, enhance highway safety, verify personal identity, and for other purposes."
4377;107;3108;"S";21;"A bill to authorize the conveyance of a portion of the Bluegrass Army Depot, Kentucky, to preserve a historic Civil War battlefield."
4378;107;3109;"S";16;"A bill to authorize the conveyance of a portion of the Bluegrass Army Depot, Richmond, Kentucky, to facilitate construction of a State veterans' center."
4379;107;3110;"S";7;"A bill to require further study before amendment 13 to the Northeast Multispecies (Groundfish) Management Plan is implemented."
4380;107;3111;"S";4;"A bill to compensate agricultural producers in the State of New Mexico that suffered crop losses as a result of use of a herbicide by the Bureau of Land Management."
